,household_id,school_id,y_ij,test_scores,sports,distance
24995,4999,0,1,0.95,1.0,3.3895055217462384
24996,4999,1,0,0.45,3.5,2.610872985825044
24997,4999,2,0,0.65,0.5,3.0582971203722575
24998,4999,3,0,0.85,2.0,6.920238782357405
24999,4999,4,0,0.5,2.8,6.574010562130718
25000,5000,0,0,0.95,1.0,9.417640226053864
25001,5000,1,0,0.45,3.5,6.164739534837662
25002,5000,2,0,0.65,0.5,5.205375805210389
25003,5000,3,1,0.85,2.0,7.224116625204008
25004,5000,4,0,0.5,2.8,1.224715117711684
25005,5001,0,0,0.95,1.0,5.9180681481099535
25006,5001,1,1,0.45,3.5,5.763485290946469
25007,5001,2,0,0.65,0.5,2.0154162925030565
25008,5001,3,0,0.85,2.0,3.3024298577285838
25009,5001,4,0,0.5,2.8,3.0166662159576023
25010,5002,0,0,0.95,1.0,6.175742600949205
25011,5002,1,0,0.45,3.5,9.205537886301517
25012,5002,2,0,0.65,0.5,4.976701324252271
25013,5002,3,1,0.85,2.0,0.8906089857485107
25014,5002,4,0,0.5,2.8,6.8844255728745996
25015,5003,0,1,0.95,1.0,5.1277583382086025
25016,5003,1,0,0.45,3.5,1.1814992785476024
25017,5003,2,0,0.65,0.5,4.2724714056962245
25018,5003,3,0,0.85,2.0,8.43279806942958
25019,5003,4,0,0.5,2.8,6.798096663766697
25020,5004,0,0,0.95,1.0,8.082488192653763
25021,5004,1,0,0.45,3.5,8.251044144395761
25022,5004,2,0,0.65,0.5,4.598521759262269
25023,5004,3,1,0.85,2.0,3.1957902415599073
25024,5004,4,0,0.5,2.8,3.600859530227415
25025,5005,0,0,0.95,1.0,7.405098992669778
25026,5005,1,0,0.45,3.5,7.911959680935305
25027,5005,2,0,0.65,0.5,4.073016754305797
25028,5005,3,0,0.85,2.0,2.565116950348573
25029,5005,4,1,0.5,2.8,3.787273408465844
25030,5006,0,1,0.95,1.0,7.880257708737638
25031,5006,1,0,0.45,3.5,5.8417412756615015
25032,5006,2,0,0.65,0.5,3.645864124545898
25033,5006,3,0,0.85,2.0,5.334670495685219
25034,5006,4,0,0.5,2.8,0.6972724526199854
25035,5007,0,0,0.95,1.0,10.007409056122142
25036,5007,1,1,0.45,3.5,6.529942907713843
25037,5007,2,0,0.65,0.5,5.806833970645724
25038,5007,3,0,0.85,2.0,7.797338465610433
25039,5007,4,0,0.5,2.8,1.813947493378709
25040,5008,0,0,0.95,1.0,7.045232131384705
25041,5008,1,1,0.45,3.5,4.010642431402212
25042,5008,2,0,0.65,0.5,2.971130904579483
25043,5008,3,0,0.85,2.0,6.129435944010733
25044,5008,4,0,0.5,2.8,2.0049792814887435
25045,5009,0,0,0.95,1.0,7.213730385894469
25046,5009,1,1,0.45,3.5,2.1855619413433103
25047,5009,2,0,0.65,0.5,6.3443121352817995
25048,5009,3,0,0.85,2.0,10.569953261028141
25049,5009,4,0,0.5,2.8,8.028865851375937
25050,5010,0,1,0.95,1.0,1.0064779659892529
25051,5010,1,0,0.45,3.5,5.131977525892572
25052,5010,2,0,0.65,0.5,3.2941069086709596
25053,5010,3,0,0.85,2.0,5.600454207047947
25054,5010,4,0,0.5,2.8,7.529228563105627
25055,5011,0,1,0.95,1.0,6.3173557149874835
25056,5011,1,0,0.45,3.5,1.8844996034360588
25057,5011,2,0,0.65,0.5,5.747672961424899
25058,5011,3,0,0.85,2.0,9.92573172051507
25059,5011,4,0,0.5,2.8,7.8843202442128595
25060,5012,0,0,0.95,1.0,7.7284694838444885
25061,5012,1,0,0.45,3.5,1.7347449051321513
25062,5012,2,0,0.65,0.5,5.51048682980341
25063,5012,3,1,0.85,2.0,9.680991184635575
25064,5012,4,0,0.5,2.8,6.082901416278106
25065,5013,0,1,0.95,1.0,3.488782641536402
25066,5013,1,0,0.45,3.5,2.9677011808234197
25067,5013,2,0,0.65,0.5,4.197155469081775
25068,5013,3,0,0.85,2.0,7.900947902918066
25069,5013,4,0,0.5,2.8,7.685091004236735
25070,5014,0,1,0.95,1.0,0.9916588823495562
25071,5014,1,0,0.45,3.5,6.650677472719068
25072,5014,2,0,0.65,0.5,4.229484381908984
25073,5014,3,0,0.85,2.0,5.248386935763324
25074,5014,4,0,0.5,2.8,8.41389855742754
25075,5015,0,1,0.95,1.0,5.2394491714972435
25076,5015,1,0,0.45,3.5,1.940899974270783
25077,5015,2,0,0.65,0.5,5.049132153748198
25078,5015,3,0,0.85,2.0,9.122520391969728
25079,5015,4,0,0.5,2.8,7.715934382258878
25080,5016,0,0,0.95,1.0,6.211931050808266
25081,5016,1,1,0.45,3.5,2.3379707917257475
25082,5016,2,0,0.65,0.5,2.841351177364158
25083,5016,3,0,0.85,2.0,6.832308951098058
25084,5016,4,0,0.5,2.8,3.6821821853652876
25085,5017,0,1,0.95,1.0,3.172812362518246
25086,5017,1,0,0.45,3.5,4.201327706972953
25087,5017,2,0,0.65,0.5,1.0901650815958606
25088,5017,3,0,0.85,2.0,4.5525559094736225
25089,5017,4,0,0.5,2.8,5.320731295838308
25090,5018,0,0,0.95,1.0,3.097162411553409
25091,5018,1,0,0.45,3.5,8.078566547856854
25092,5018,2,0,0.65,0.5,4.654141975961649
25093,5018,3,1,0.85,2.0,3.7495116477568913
25094,5018,4,0,0.5,2.8,8.35042873517744
25095,5019,0,0,0.95,1.0,8.583608951646415
25096,5019,1,0,0.45,3.5,4.725167177474934
25097,5019,2,0,0.65,0.5,4.5508854551913185
25098,5019,3,1,0.85,2.0,7.42252733221356
25099,5019,4,0,0.5,2.8,1.9346250845472155
25100,5020,0,0,0.95,1.0,5.396019160173113
25101,5020,1,0,0.45,3.5,4.6791570127201245
25102,5020,2,1,0.65,0.5,1.1825282200622402
25103,5020,3,0,0.85,2.0,4.111232860444567
25104,5020,4,0,0.5,2.8,3.111225354347029
25105,5021,0,1,0.95,1.0,1.913397864135504
25106,5021,1,0,0.45,3.5,4.384361827245929
25107,5021,2,0,0.65,0.5,4.083279269694596
25108,5021,3,0,0.85,2.0,7.079810064996376
25109,5021,4,0,0.5,2.8,8.104643595011254
25110,5022,0,0,0.95,1.0,4.618684359821427
25111,5022,1,1,0.45,3.5,1.4403642501476104
25112,5022,2,0,0.65,0.5,3.721642004498941
25113,5022,3,0,0.85,2.0,7.850260457220417
25114,5022,4,0,0.5,2.8,6.509146887545458
25115,5023,0,0,0.95,1.0,9.585170140721562
25116,5023,1,0,0.45,3.5,6.74233043745884
25117,5023,2,0,0.65,0.5,5.343214157459626
25118,5023,3,0,0.85,2.0,6.902235531845465
25119,5023,4,1,0.5,2.8,1.1065208711875818
25120,5024,0,0,0.95,1.0,1.2910124579071862
25121,5024,1,0,0.45,3.5,7.179620265446489
25122,5024,2,0,0.65,0.5,5.481536681793068
25123,5024,3,1,0.85,2.0,6.674394476780348
25124,5024,4,0,0.5,2.8,9.717395516351816
25125,5025,0,0,0.95,1.0,8.301140085523032
25126,5025,1,0,0.45,3.5,6.136667689921545
25127,5025,2,0,0.65,0.5,4.066997894447422
25128,5025,3,0,0.85,2.0,5.605555584449457
25129,5025,4,1,0.5,2.8,0.41474935491471787
25130,5026,0,0,0.95,1.0,9.403208238900968
25131,5026,1,0,0.45,3.5,5.73951688554088
25132,5026,2,0,0.65,0.5,5.258321408668322
25133,5026,3,0,0.85,2.0,7.639229934640684
25134,5026,4,1,0.5,2.8,1.6969274850694598
25135,5027,0,1,0.95,1.0,2.9281760208271397
25136,5027,1,0,0.45,3.5,3.5657877121106965
25137,5027,2,0,0.65,0.5,1.798315808589413
25138,5027,3,0,0.85,2.0,5.454634496188132
25139,5027,4,0,0.5,2.8,5.821826576418962
25140,5028,0,1,0.95,1.0,0.8759410775589405
25141,5028,1,0,0.45,3.5,6.602703176338094
25142,5028,2,0,0.65,0.5,4.26448803001413
25143,5028,3,0,0.85,2.0,5.364329136196102
25144,5028,4,0,0.5,2.8,8.46194088521732
25145,5029,0,0,0.95,1.0,9.720441157789146
25146,5029,1,1,0.45,3.5,7.615655711191985
25147,5029,2,0,0.65,0.5,5.527143326506586
25148,5029,3,0,0.85,2.0,6.25303244770739
25149,5029,4,0,0.5,2.8,1.6160601478445613
25150,5030,0,0,0.95,1.0,4.067611269832082
25151,5030,1,0,0.45,3.5,2.6011340508377225
25152,5030,2,0,0.65,0.5,1.7856143672086873
25153,5030,3,1,0.85,2.0,5.967490174800182
25154,5030,4,0,0.5,2.8,5.0824576628142415
25155,5031,0,0,0.95,1.0,5.827496462805047
25156,5031,1,0,0.45,3.5,9.128992885454416
25157,5031,2,0,0.65,0.5,4.932544726147255
25158,5031,3,1,0.85,2.0,1.1495581099748124
25159,5031,4,0,0.5,2.8,7.120412904240938
25160,5032,0,1,0.95,1.0,1.4071596546546596
25161,5032,1,0,0.45,3.5,7.181161811122644
25162,5032,2,0,0.65,0.5,4.66505795433359
25163,5032,3,0,0.85,2.0,5.2873855994296415
25164,5032,4,0,0.5,2.8,8.805988481760261
25165,5033,0,0,0.95,1.0,3.257140047993439
25166,5033,1,0,0.45,3.5,6.371831996238486
25167,5033,2,0,0.65,0.5,2.508799646994813
25168,5033,3,1,0.85,2.0,2.826288794379314
25169,5033,4,0,0.5,2.8,6.162725861603767
25170,5034,0,1,0.95,1.0,1.2346975940193918
25171,5034,1,0,0.45,3.5,7.177021900784064
25172,5034,2,0,0.65,0.5,4.906183284280334
25173,5034,3,0,0.85,2.0,5.712409778155751
25174,5034,4,0,0.5,2.8,9.089377904412725
25175,5035,0,0,0.95,1.0,9.69398203116006
25176,5035,1,0,0.45,3.5,6.416554328267074
25177,5035,2,0,0.65,0.5,5.477324244907346
25178,5035,3,1,0.85,2.0,7.404727700604306
25179,5035,4,0,0.5,2.8,1.4243855332196933
25180,5036,0,0,0.95,1.0,6.66352648696576
25181,5036,1,0,0.45,3.5,8.7476295510564
25182,5036,2,0,0.65,0.5,4.530759091826648
25183,5036,3,1,0.85,2.0,0.731117729113766
25184,5036,4,0,0.5,2.8,5.714277789348838
25185,5037,0,0,0.95,1.0,7.247753023091455
25186,5037,1,0,0.45,3.5,10.383165464515136
25187,5037,2,0,0.65,0.5,6.145362164069773
25188,5037,3,1,0.85,2.0,1.928944579727686
25189,5037,4,0,0.5,2.8,7.681212688855147
25190,5038,0,0,0.95,1.0,5.0712524194612145
25191,5038,1,1,0.45,3.5,1.3055665118944388
25192,5038,2,0,0.65,0.5,2.944006945090432
25193,5038,3,0,0.85,2.0,7.185391420688311
25194,5038,4,0,0.5,2.8,5.255164382166382
25195,5039,0,0,0.95,1.0,2.177537525907648
25196,5039,1,1,0.45,3.5,6.400780983665928
25197,5039,2,0,0.65,0.5,3.129074475557157
25198,5039,3,0,0.85,2.0,3.8225929611073197
25199,5039,4,0,0.5,2.8,7.1302555683811635
25200,5040,0,0,0.95,1.0,7.356960584076641
25201,5040,1,0,0.45,3.5,8.752188943769331
25202,5040,2,0,0.65,0.5,4.662840910129222
25203,5040,3,1,0.85,2.0,1.6980457587801623
25204,5040,4,0,0.5,2.8,5.035801988828801
25205,5041,0,0,0.95,1.0,3.545269981447908
25206,5041,1,1,0.45,3.5,3.5879180635682566
25207,5041,2,0,0.65,0.5,1.0714648295995464
25208,5041,3,0,0.85,2.0,5.042114410766398
25209,5041,4,0,0.5,2.8,5.072192279555451
25210,5042,0,0,0.95,1.0,5.414945670188491
25211,5042,1,0,0.45,3.5,1.3898648897813815
25212,5042,2,0,0.65,0.5,2.9128413410787726
25213,5042,3,1,0.85,2.0,7.144058016614098
25214,5042,4,0,0.5,2.8,4.862885228493685
25215,5043,0,0,0.95,1.0,6.249880302104897
25216,5043,1,0,0.45,3.5,6.197513372428578
25217,5043,2,0,0.65,0.5,2.4533197608758983
25218,5043,3,1,0.85,2.0,3.1029636956911535
25219,5043,4,0,0.5,2.8,2.9960894358429213
25220,5044,0,0,0.95,1.0,1.6474343070897486
25221,5044,1,1,0.45,3.5,4.841429917715055
25222,5044,2,0,0.65,0.5,2.60799220350781
25223,5044,3,0,0.85,2.0,5.115056502030905
25224,5044,4,0,0.5,2.8,6.8475694133713425
25225,5045,0,0,0.95,1.0,5.700277355902469
25226,5045,1,0,0.45,3.5,3.1998805726455797
25227,5045,2,0,0.65,0.5,1.8545338709262529
25228,5045,3,1,0.85,2.0,5.71308638807701
25229,5045,4,0,0.5,2.8,3.222643297451796
25230,5046,0,0,0.95,1.0,5.78692367350433
25231,5046,1,0,0.45,3.5,7.3456413218245125
25232,5046,2,0,0.65,0.5,3.1434587980347954
25233,5046,3,1,0.85,2.0,1.343212567313509
25234,5046,4,0,0.5,2.8,4.719553032536012
25235,5047,0,1,0.95,1.0,0.5441983541260749
25236,5047,1,0,0.45,3.5,6.544194051926372
25237,5047,2,0,0.65,0.5,4.641955878663063
25238,5047,3,0,0.85,2.0,6.022377684074673
25239,5047,4,0,0.5,2.8,8.876900185891222
25240,5048,0,0,0.95,1.0,5.216402435318463
25241,5048,1,0,0.45,3.5,6.75032448046351
25242,5048,2,0,0.65,0.5,2.5218036105986905
25243,5048,3,1,0.85,2.0,1.7754172211940003
25244,5048,4,0,0.5,2.8,4.637686118492799
25245,5049,0,0,0.95,1.0,1.1171732133492274
25246,5049,1,1,0.45,3.5,6.827460087519377
25247,5049,2,0,0.65,0.5,4.374397378389268
25248,5049,3,0,0.85,2.0,5.258944152721884
25249,5049,4,0,0.5,2.8,8.54532789654632
25250,5050,0,0,0.95,1.0,4.054441753977938
25251,5050,1,1,0.45,3.5,3.177476379996782
25252,5050,2,0,0.65,0.5,5.024894745403109
25253,5050,3,0,0.85,2.0,8.740868278341807
25254,5050,4,0,0.5,2.8,8.370223203019131
25255,5051,0,0,0.95,1.0,4.94091041723168
25256,5051,1,1,0.45,3.5,2.7570223021114497
25257,5051,2,0,0.65,0.5,1.59100053412995
25258,5051,3,0,0.85,2.0,5.784582389841436
25259,5051,4,0,0.5,2.8,4.080437433424882
25260,5052,0,0,0.95,1.0,8.093505172320933
25261,5052,1,0,0.45,3.5,6.109870419855589
25262,5052,2,0,0.65,0.5,3.868832757634563
25263,5052,3,0,0.85,2.0,5.348384547287733
25264,5052,4,1,0.5,2.8,0.6564357079766533
25265,5053,0,0,0.95,1.0,8.049582421656838
25266,5053,1,1,0.45,3.5,4.77640293299301
25267,5053,2,0,0.65,0.5,3.9119022278701268
25268,5053,3,0,0.85,2.0,6.617547363073897
25269,5053,4,0,0.5,2.8,1.3454296405920843
25270,5054,0,0,0.95,1.0,2.758387043555063
25271,5054,1,1,0.45,3.5,5.095634735154916
25272,5054,2,0,0.65,0.5,1.6684703767937132
25273,5054,3,0,0.85,2.0,3.9499485366722187
25274,5054,4,0,0.5,2.8,5.8274254790965685
25275,5055,0,0,0.95,1.0,8.134082668102275
25276,5055,1,1,0.45,3.5,3.273950471040773
25277,5055,2,0,0.65,0.5,4.622983577164435
25278,5055,3,0,0.85,2.0,8.247739243128144
25279,5055,4,0,0.5,2.8,3.546921687596487
25280,5056,0,0,0.95,1.0,6.759934230743643
25281,5056,1,1,0.45,3.5,3.310607292540199
25282,5056,2,0,0.65,0.5,2.911154285065601
25283,5056,3,0,0.85,2.0,6.47993193617736
25284,5056,4,0,0.5,2.8,2.693126016162625
25285,5057,0,0,0.95,1.0,6.384602100645373
25286,5057,1,1,0.45,3.5,4.679760096909373
25287,5057,2,0,0.65,0.5,2.142993673374359
25288,5057,3,0,0.85,2.0,4.825421142617485
25289,5057,4,0,0.5,2.8,2.102783817866152
25290,5058,0,0,0.95,1.0,2.486234521093032
25291,5058,1,1,0.45,3.5,4.333920288390225
25292,5058,2,0,0.65,0.5,1.7963928949171688
25293,5058,3,0,0.85,2.0,4.865304697518683
25294,5058,4,0,0.5,2.8,6.022681526690837
25295,5059,0,1,0.95,1.0,5.263290976017331
25296,5059,1,0,0.45,3.5,1.1477767350011918
25297,5059,2,0,0.65,0.5,4.409156417383855
25298,5059,3,0,0.85,2.0,8.576941715582802
25299,5059,4,0,0.5,2.8,6.86870356964755
25300,5060,0,0,0.95,1.0,6.797230565663116
25301,5060,1,0,0.45,3.5,1.5184987845270492
25302,5060,2,0,0.65,0.5,5.697819761314291
25303,5060,3,0,0.85,2.0,9.930984921257163
25304,5060,4,1,0.5,2.8,7.3978345954787565
25305,5061,0,0,0.95,1.0,5.664228025346968
25306,5061,1,0,0.45,3.5,5.245739510574726
25307,5061,2,0,0.65,0.5,1.5910353220831146
25308,5061,3,0,0.85,2.0,3.6803537573754332
25309,5061,4,1,0.5,2.8,2.9965492936219533
25310,5062,0,0,0.95,1.0,1.4007441325051964
25311,5062,1,1,0.45,3.5,5.4019960327763235
25312,5062,2,0,0.65,0.5,2.899170459896339
25313,5062,3,0,0.85,2.0,4.860948217471563
25314,5062,4,0,0.5,2.8,7.130799014579177
25315,5063,0,0,0.95,1.0,3.8578849844901617
25316,5063,1,0,0.45,3.5,2.7939111791232314
25317,5063,2,0,0.65,0.5,1.6929800655343137
25318,5063,3,0,0.85,2.0,5.8246393302730235
25319,5063,4,1,0.5,2.8,5.181610410966699
25320,5064,0,0,0.95,1.0,3.2266978207883907
25321,5064,1,1,0.45,3.5,2.783159510683115
25322,5064,2,0,0.65,0.5,3.179334509587872
25323,5064,3,0,0.85,2.0,6.96206571254587
25324,5064,4,0,0.5,2.8,6.767921174262608
25325,5065,0,0,0.95,1.0,2.7815819973877964
25326,5065,1,0,0.45,3.5,7.876871136303534
25327,5065,2,0,0.65,0.5,4.575594583634175
25328,5065,3,1,0.85,2.0,3.97832033522102
25329,5065,4,0,0.5,2.8,8.374660182919241
25330,5066,0,0,0.95,1.0,7.666026594288385
25331,5066,1,1,0.45,3.5,2.0037204831788222
25332,5066,2,0,0.65,0.5,4.8853876290059635
25333,5066,3,0,0.85,2.0,8.928556926882342
25334,5066,4,0,0.5,2.8,4.996604930045225
25335,5067,0,0,0.95,1.0,0.2960104614073778
25336,5067,1,1,0.45,3.5,5.704214393190288
25337,5067,2,0,0.65,0.5,4.047261726827023
25338,5067,3,0,0.85,2.0,6.018520842150375
25339,5067,4,0,0.5,2.8,8.28691937800864
25340,5068,0,0,0.95,1.0,7.46832226389394
25341,5068,1,0,0.45,3.5,9.453655318086408
25342,5068,2,0,0.65,0.5,5.270665246815503
25343,5068,3,1,0.85,2.0,1.4792651604070215
25344,5068,4,0,0.5,2.8,5.981971819609614
25345,5069,0,0,0.95,1.0,5.798719504571632
25346,5069,1,1,0.45,3.5,1.190816554240516
25347,5069,2,0,0.65,0.5,3.260824593595229
25348,5069,3,0,0.85,2.0,7.473145923541018
25349,5069,4,0,0.5,2.8,4.86218121501981
25350,5070,0,0,0.95,1.0,2.1221834631595016
25351,5070,1,1,0.45,3.5,7.493397901824119
25352,5070,2,0,0.65,0.5,6.354001107463638
25353,5070,3,0,0.85,2.0,7.784320653225699
25354,5070,4,0,0.5,2.8,10.594479576458234
25355,5071,0,0,0.95,1.0,7.327036213622947
25356,5071,1,0,0.45,3.5,9.630200728210207
25357,5071,2,0,0.65,0.5,5.410863701144321
25358,5071,3,1,0.85,2.0,1.3468949176168268
25359,5071,4,0,0.5,2.8,6.3929204835489974
25360,5072,0,0,0.95,1.0,2.4732430683755493
25361,5072,1,1,0.45,3.5,7.9615510149045745
25362,5072,2,0,0.65,0.5,4.9398449749225986
25363,5072,3,0,0.85,2.0,4.627941463502757
25364,5072,4,0,0.5,2.8,8.870580898524537
25365,5073,0,1,0.95,1.0,1.3803786151773625
25366,5073,1,0,0.45,3.5,7.061233769774417
25367,5073,2,0,0.65,0.5,4.488951896848568
25368,5073,3,0,0.85,2.0,5.142018661288394
25369,5073,4,0,0.5,2.8,8.625307712957362
25370,5074,0,0,0.95,1.0,5.945711892440481
25371,5074,1,1,0.45,3.5,1.1651743283542144
25372,5074,2,0,0.65,0.5,3.3816931791896976
25373,5074,3,0,0.85,2.0,7.583802891749004
25374,5074,4,0,0.5,2.8,4.849763665215871
25375,5075,0,0,0.95,1.0,4.0038256207268095
25376,5075,1,1,0.45,3.5,6.71625312367249
25377,5075,2,0,0.65,0.5,2.607114593495846
25378,5075,3,0,0.85,2.0,2.1180266726360033
25379,5075,4,0,0.5,2.8,5.793399123662169
25380,5076,0,0,0.95,1.0,4.719624187991813
25381,5076,1,1,0.45,3.5,1.3219282701876665
25382,5076,2,0,0.65,0.5,3.203456743270304
25383,5076,3,0,0.85,2.0,7.401133417287288
25384,5076,4,0,0.5,2.8,5.85230020898882
25385,5077,0,0,0.95,1.0,3.7007727849499825
25386,5077,1,0,0.45,3.5,7.094219852983165
25387,5077,2,0,0.65,0.5,3.132004292507247
25388,5077,3,1,0.85,2.0,2.3002057416907635
25389,5077,4,0,0.5,2.8,6.474811392677101
25390,5078,0,0,0.95,1.0,4.349534768407661
25391,5078,1,1,0.45,3.5,1.9481890238096538
25392,5078,2,0,0.65,0.5,4.0764600614194535
25393,5078,3,0,0.85,2.0,8.089475433685633
25394,5078,4,0,0.5,2.8,7.093419525384685
25395,5079,0,0,0.95,1.0,4.972247989805724
25396,5079,1,1,0.45,3.5,1.1346278097744427
25397,5079,2,0,0.65,0.5,3.953295773444671
25398,5079,3,0,0.85,2.0,8.122174258039374
25399,5079,4,0,0.5,2.8,6.521797671849683
25400,5080,0,0,0.95,1.0,5.489168688375348
25401,5080,1,0,0.45,3.5,8.819878665480788
25402,5080,2,0,0.65,0.5,4.64172880005457
25403,5080,3,1,0.85,2.0,1.1406282622786907
25404,5080,4,0,0.5,2.8,6.997165112891916
25405,5081,0,0,0.95,1.0,4.188130836327824
25406,5081,1,0,0.45,3.5,2.1950138914383373
25407,5081,2,0,0.65,0.5,2.2395869821818084
25408,5081,3,1,0.85,2.0,6.419767419300263
25409,5081,4,0,0.5,2.8,5.3377017338285615
25410,5082,0,0,0.95,1.0,2.1464837146426654
25411,5082,1,0,0.45,3.5,7.988829344484776
25412,5082,2,0,0.65,0.5,5.351050690876167
25413,5082,3,0,0.85,2.0,5.426425406964658
25414,5082,4,1,0.5,2.8,9.415948951402957
25415,5083,0,0,0.95,1.0,5.191632161454578
25416,5083,1,0,0.45,3.5,2.016827300736555
25417,5083,2,0,0.65,0.5,5.067607137744944
25418,5083,3,1,0.85,2.0,9.126537779686812
25419,5083,4,0,0.5,2.8,7.772273779608994
25420,5084,0,0,0.95,1.0,8.299109089745233
25421,5084,1,1,0.45,3.5,3.6600523239325966
25422,5084,2,0,0.65,0.5,4.631763940204345
25423,5084,3,0,0.85,2.0,8.093855161888564
25424,5084,4,0,0.5,2.8,3.1672168716497127
25425,5085,0,0,0.95,1.0,5.2077938555094
25426,5085,1,1,0.45,3.5,1.1030975351430001
25427,5085,2,0,0.65,0.5,3.144553675762665
25428,5085,3,0,0.85,2.0,7.386447824730532
25429,5085,4,0,0.5,2.8,5.353066298676256
25430,5086,0,0,0.95,1.0,2.1317261663987193
25431,5086,1,1,0.45,3.5,3.8693392784159495
25432,5086,2,0,0.65,0.5,3.175329312684454
25433,5086,3,0,0.85,2.0,6.418227639815668
25434,5086,4,0,0.5,2.8,7.184787821465383
25435,5087,0,0,0.95,1.0,8.611233637286594
25436,5087,1,0,0.45,3.5,8.433582007928726
25437,5087,2,0,0.65,0.5,4.979831374280268
25438,5087,3,1,0.85,2.0,3.8042260116971347
25439,5087,4,0,0.5,2.8,3.3829123956431553
25440,5088,0,1,0.95,1.0,0.31201143624133265
25441,5088,1,0,0.45,3.5,5.787726402427951
25442,5088,2,0,0.65,0.5,3.930683468496365
25443,5088,3,0,0.85,2.0,5.779512795180892
25444,5088,4,0,0.5,2.8,8.173322086072215
25445,5089,0,0,0.95,1.0,4.648894075985066
25446,5089,1,0,0.45,3.5,8.956512093127982
25447,5089,2,0,0.65,0.5,5.041352345430107
25448,5089,3,0,0.85,2.0,2.5712561263319302
25449,5089,4,1,0.5,2.8,8.075781746172826
25450,5090,0,0,0.95,1.0,0.4294634008486819
25451,5090,1,1,0.45,3.5,5.966511162676861
25452,5090,2,0,0.65,0.5,4.522384531498086
25453,5090,3,0,0.85,2.0,6.426870797450245
25454,5090,4,0,0.5,2.8,8.758965971437371
25455,5091,0,0,0.95,1.0,2.429649083422727
25456,5091,1,0,0.45,3.5,5.805967317852198
25457,5091,2,0,0.65,0.5,2.41161295372147
25458,5091,3,1,0.85,2.0,3.7312863172298294
25459,5091,4,0,0.5,2.8,6.45976465581661
25460,5092,0,1,0.95,1.0,1.4139944586313664
25461,5092,1,0,0.45,3.5,5.245183243274583
25462,5092,2,0,0.65,0.5,4.62872349710903
25463,5092,3,0,0.85,2.0,7.165069097353496
25464,5092,4,0,0.5,2.8,8.766457785008622
25465,5093,0,0,0.95,1.0,7.286583613380423
25466,5093,1,1,0.45,3.5,7.352643157822871
25467,5093,2,0,0.65,0.5,3.6770600094547214
25468,5093,3,0,0.85,2.0,2.9966947158465853
25469,5093,4,0,0.5,2.8,3.1539245189887173
25470,5094,0,0,0.95,1.0,7.368564456883761
25471,5094,1,1,0.45,3.5,4.415425043422413
25472,5094,2,0,0.65,0.5,3.226469879555877
25473,5094,3,0,0.85,2.0,6.109356549857015
25474,5094,4,0,0.5,2.8,1.5888592172096143
25475,5095,0,0,0.95,1.0,6.603533622620347
25476,5095,1,0,0.45,3.5,7.62431203633221
25477,5095,2,0,0.65,0.5,3.567926905862344
25478,5095,3,1,0.85,2.0,1.8248481536261243
25479,5095,4,0,0.5,2.8,4.225345962885818
25480,5096,0,0,0.95,1.0,4.415602107968916
25481,5096,1,1,0.45,3.5,1.8699106337670253
25482,5096,2,0,0.65,0.5,4.0724556771236164
25483,5096,3,0,0.85,2.0,8.103901819864166
25484,5096,4,0,0.5,2.8,7.04785417757584
25485,5097,0,0,0.95,1.0,6.610719385214961
25486,5097,1,0,0.45,3.5,2.8557055541683045
25487,5097,2,0,0.65,0.5,2.965737554595235
25488,5097,3,0,0.85,2.0,6.740633818370892
25489,5097,4,1,0.5,2.8,3.144771485404969
25490,5098,0,1,0.95,1.0,3.0917445190879294
25491,5098,1,0,0.45,3.5,3.7077884067747746
25492,5098,2,0,0.65,0.5,4.604301455356516
25493,5098,3,0,0.85,2.0,8.040614958707003
25494,5098,4,0,0.5,2.8,8.29700546054334
25495,5099,0,0,0.95,1.0,6.845080071135649
25496,5099,1,0,0.45,3.5,9.842498994627112
25497,5099,2,0,0.65,0.5,5.603312164659875
25498,5099,3,1,0.85,2.0,1.3854342171373382
25499,5099,4,0,0.5,2.8,7.206878190242447
25500,5100,0,0,0.95,1.0,1.7467838271337122
25501,5100,1,0,0.45,3.5,4.291476904353357
25502,5100,2,0,0.65,0.5,2.9816417199855105
25503,5100,3,1,0.85,2.0,5.946730250492117
25504,5100,4,0,0.5,2.8,7.122437851886137
25505,5101,0,0,0.95,1.0,6.030824494622741
25506,5101,1,1,0.45,3.5,6.101564012807469
25507,5101,2,0,0.65,0.5,2.273207365922557
25508,5101,3,0,0.85,2.0,3.0175917640698113
25509,5101,4,0,0.5,2.8,3.1565961686645156
25510,5102,0,1,0.95,1.0,0.15707039024187314
25511,5102,1,0,0.45,3.5,5.87778749344126
25512,5102,2,0,0.65,0.5,4.086637475001301
25513,5102,3,0,0.85,2.0,5.90362819680538
25514,5102,4,0,0.5,2.8,8.329258106018765
25515,5103,0,1,0.95,1.0,7.388052047797986
25516,5103,1,0,0.45,3.5,3.4443195539380724
25517,5103,2,0,0.65,0.5,3.582231227737611
25518,5103,3,0,0.85,2.0,7.057012395363697
25519,5103,4,0,0.5,2.8,2.6610990355462176
25520,5104,0,0,0.95,1.0,1.7735526944147815
25521,5104,1,1,0.45,3.5,4.799225937558924
25522,5104,2,0,0.65,0.5,2.4772917887804984
25523,5104,3,0,0.85,2.0,5.0240799768495155
25524,5104,4,0,0.5,2.8,6.717771956061967
25525,5105,0,0,0.95,1.0,4.977671834545721
